E,N,Z
22.6,18.1,-24.4
29.1,23,-25.7
28.4,29,-27.1
16.1,34.2,-28.8
5.84,36.6,-30
7.89,37.2,-30.3
11.2,36.1,-29
5.85,33.5,-25.9
5.09,26.9,-19.1
10.4,15.3,-9.35
7.92,6.39,-3.53
5.45,4.03,-3.69
11.5,3.44,-5.73
16.9,1.27,-6.02
16,-2.17,-4.6
5.74,-7.1,-3.06
-7.76,-12.1,-0.522
-7.62,-14.9,3.52
1.02,-16.3,6.35
3.06,-15.7,5.88
-1.16,-13.9,4.22
-6.66,-13.6,2.53
-13,-13.4,-0.567
-24,-13.7,-4.11
-28,-15.4,-7.63
-14,-17.5,-10.9
3.03,-18.1,-13.2
10.3,-17,-15.7
8.96,-17.5,-17.1
5.48,-19.4,-17.8
2.83,-17.5,-19.3
0.947,-11.2,-21.1
1.3,-4.23,-22.8
-1.13,0.807,-24.1
-5.13,3.47,-25.7
-4.87,3.72,-25.6
-11.5,2.62,-23.1
-29.4,2.14,-19.9
-39.1,0.894,-15.7
-28.1,-2.06,-11.8
-10.1,-2.56,-10.9
-3.18,-0.555,-14.5
0.421,-0.789,-20.3
5.29,-4.77,-24.1
-2.43,-10.8,-27.2
-13.5,-15.9,-28.2
-14.8,-20.2,-24.4
-15.1,-24.6,-21.6
-16,-25.5,-21.2
-6.55,-23.9,-21.1
7.04,-20.7,-21.8
7.45,-13.2,-22.9
2.59,-4.75,-23.2
3.01,0.301,-22.4
-0.923,0.373,-20.1
-6.5,-4.39,-16
-0.641,-10.6,-9.81
10.7,-15.1,-2.31
10.1,-16.4,2.43
-0.926,-14.2,1.99
-5.04,-10.1,-0.838
1.11,-3.78,-2.88
5.85,3.79,-2.75
2.93,8.09,-0.702
2.35,8.08,1.25
5.14,5.66,2.2
-1.44,4.87,0.727
-11.1,4.94,-2.75
-17,1.51,-6.65
-20.2,-1.86,-11
-13.3,-3.22,-11.6
-2.58,-6.83,-7.44
-6.27,-12.1,-3.76
-20.6,-15.8,-4.13
-21.3,-17.4,-9.38
-9.99,-16,-17.5
-8.7,-10.3,-25.4
-10.6,-5.02,-30
-5.58,-4.51,-31.4
-5.78,-5.08,-32
-12.3,-3.93,-30.1
-11.3,-3.25,-24.3
-4.36,-5.73,-15.2
-5.48,-11.1,-5
-6.32,-16.7,3.61
5.59,-20.2,8.7
14.4,-21,9.02
10.3,-22,6.61
11.4,-24.3,3.25
21.5,-25.8,0.997
22.5,-25,1.32
18.7,-21.2,1.82
23.4,-18.5,2.45
29,-18.4,1.43
30.6,-18.4,-3.53
36.6,-19.5,-9.34
42.3,-20.5,-14.3
34.2,-18.2,-19.4
25.1,-13.4,-23.3
27.5,-10.2,-24.2
24.4,-8.06,-25
11.8,-2.66,-25.7
7.98,3.57,-24.7
11.8,8.14,-24.4
7.17,12.1,-26
4.19,12.7,-28.4
10.9,8.35,-28.1
7.43,2.35,-25.7
-2.58,-2.69,-24.9
3.91,-8.47,-23.6
18.4,-13.1,-21.9
23,-13.7,-21.4
19.7,-14.4,-19.2
19.4,-16.5,-14.9
21.6,-17.8,-9.12
14.6,-18,-3.24
4.67,-17.8,2.28
6.93,-19.2,7.83
17.8,-21.3,11.3
24.6,-22.6,12.3
20.4,-24.1,11
6.53,-26.8,7.11
-5.82,-27,3.64
-4.23,-21.7,2.1
5.53,-12.5,2.78
5.44,-4.07,4.65
-3.67,0.111,5.42
-1.67,4.01,4.21
10.5,11.1,0.431
12.4,17,-5.19
2.38,17.6,-10.9
-5.27,14.9,-15.4
-1.31,13,-18
7.65,13,-19.1
4.37,13.4,-19.5
-8.2,14.7,-20.4
-11.5,16,-22.8
-6.33,17.3,-26.3
-5.87,18.9,-29.5
-12.1,18.8,-32.4
-13.8,17.2,-33.7
-9.29,15.2,-31.1
-8,14.4,-27.9
-9.36,13.3,-26.2
-9.92,10.1,-24.8
-13.5,7.41,-21.7
-17.1,8,-16.7
-3.85,9.7,-10.6
15.9,8.82,-4.38
13.5,7.72,-1.93
-1.48,8.83,-0.69
-1.95,9.56,4.34
11.5,8.8,10.8
13.7,8.21,15.8
1.76,8.35,18.7
-0.018,7.81,20.9
9.98,6.94,21.2
10.2,6.89,16.3
-1.23,5.84,7.31
-3.92,2.03,-1.12
4.25,-2.6,-6.06
6.63,-4.08,-8.35
1.07,-1.53,-7.13
2.23,1.52,-2.56
8.29,4.77,1.23
4.88,10.1,2.96
-0.88,13.7,4.55
-4.21,13.3,5.63
-10.1,10.9,5.57
-11.2,7.48,5.83
-5.46,3.93,6.02
0.081,1.03,5.95
2.79,-0.857,6.01
6.73,-2.3,4.6
10.4,-4.77,1.13
0.981,-7.54,-2.86
-18,-8.65,-3.63
-25.2,-6.69,2.33
-15.1,-0.975,12.5
-4.55,7.95,19.7
-2.94,17,22.5
-7.9,22.1,24.8
-17,24.1,26.7
-20.3,25.8,28.9
-10.9,25.7,32.8
1.14,22.9,36.3
5.21,18,37.9
3.11,10.7,35.9
-5.22,2.34,25.9
-14.7,-1.22,7.26
-5.3,2.73,-11.2
15.8,8.04,-19.8
20.4,10.4,-20.7
8.39,11.3,-20
0.407,12.2,-16.6
4.65,13,-9.25
4.67,15.6,-2.13
-7.85,20.8,3.89
-11.9,22.2,10.5
-3.78,17.7,14.6
-2.98,12.5,14.5
-6.35,9.21,13.7
-1.77,3.5,11.4
4.46,-5.76,7.12
6.1,-13.7,5.67
3.98,-18.7,5.57
4.99,-22.2,7.47
10.5,-24.3,13.2
6.24,-23.4,16.3
-3.41,-19.6,19.5
-1.49,-15.1,24.4
2.52,-9.87,27.6
-5.6,-2.43,30.2
-14.6,6.13,32
-9.64,11.5,34.1
-1.07,14.4,35
-2.11,17.3,34.7
-3.62,19.3,35.7
3.24,20,36.2
5.34,20,34.6
-1.05,21.7,30.3
-3.23,23.8,25.3
-5.25,24.3,20.9
-10.9,24.5,17.8
-15.5,21.6,16.1
-19.3,12.4,14.4
-21.4,-1.51,12.6
-19.8,-14.1,9.98
-14.6,-22.7,6.79
-14.5,-29.1,4.55
-19,-33.3,3.75
-15.9,-35.8,5.31
-8.62,-37.5,7.55
-3.66,-36.4,8.74
1.75,-33.5,9.71
4,-31.6,9.95
-3.06,-29.9,9
-12.1,-27.2,8.02
-9.9,-24.8,9.01
-3.01,-23.6,12.1
-3.57,-22.1,15.5
-7.09,-20.4,18.7
-9.34,-19.6,20.9
-9.12,-17.2,22.3
-2.6,-11.9,24.3
3.82,-4.06,27.2
0.0549,4.97,29.7
-4.91,12.8,32
4.75,17.2,35.1
17.5,17.8,37.1
13.2,17.3,35.1
6.39,16.3,29.5
17.3,12.7,23.1
14.6,13.1,14.9
-28.5,22.8,2.11
-53.1,23.9,-12
-26.8,9.64,-19.7
-12.3,1.59,-20.6
-13.2,-0.616,-23.5
1.62,-9.48,-27.5
0.643,-19.5,-28.4
-9.82,-26.5,-28
-10.8,-28.6,-25.7
-13.7,-26.9,-23.1
-7.78,-24.4,-19.8
-1.49,-19.9,-14.9
-0.646,-14.4,-9.79
5.98,-10.4,-4.08
7.56,-10.2,0.375
7.96,-10.8,4.18
15,-12.2,8.13
14.8,-13,9.7
10.8,-11.6,8.77
13.9,-11.6,7.49
18.6,-12.2,6.58
17.1,-12.8,4.6
11.5,-11.1,3.5
11.2,-7.15,4.28
14.8,-1.99,5.89
17,5.07,6.85
19.2,10.7,3.2
21,12.1,-3.6
15,12.4,-9.79
6.76,16,-13
15,19.4,-11
30.2,19,-6.73
28,18.9,-3.28
-1.64,25.3,-1.65
-33.3,33.1,-3.87
-29.8,28.7,-8.97
-12,17.8,-13.2
-8.7,13.3,-16.5
3.24,8.59,-19.6
21.2,1.86,-20.9
10,0.426,-24.9
-9.94,3.23,-28.4
-6.12,5.2,-25.6
3.28,3.72,-23.4
6.04,2.14,-18.9
1.68,1.27,-9.16
-12.4,1.06,-0.24
-20.4,1.28,3.96
-18.3,0.701,-0.722
-8.26,2.18,-7.86
1.25,5.96,-12.6
-0.677,11.6,-14.3
0.129,14.6,-11
2.15,10.8,-7.51
-1.81,1.82,-5.07
0.117,-7.87,-3.95
12.5,-14.1,-4.46
20.4,-18,-4.91
10.8,-19.2,-6.84
0.593,-17.5,-6.47
0.935,-15.1,-4.09
-0.497,-11.3,-5.11
-2.72,-6.49,-6.82
2.13,-2.33,-8.36
10.4,1.1,-8.98
16.7,3.25,-5.79
12.9,1.68,-1.77
-2.74,-1.91,0.429
-12.4,-3,0.287
-1.24,-3.35,-4.27
16.3,-7.63,-12.6
14.4,-13.3,-19.9
7.3,-17.5,-22.4
12,-21.8,-21.4
13.3,-23.2,-21.8
19.7,-21.5,-23.1
33.6,-19.7,-22.7
30.6,-16.8,-22.9
13.1,-12.5,-24.4
1.04,-8.81,-24.6
-0.421,-6.86,-23.9
1.83,-5.79,-21.9
6.18,-6.78,-16.6
12.2,-11,-8.1
14.2,-14.5,-1.72
11.2,-14.8,-1.4
8.59,-13,-3.27
10.5,-11.8,-2.91
10.5,-12.9,-1.29
5.17,-15.7,-1.36
-0.112,-18.7,-2.07
-3.77,-21.1,-1.11
-5.46,-23.4,0.0107
-2.85,-25.8,0.846
4.7,-27.9,2.05
11.7,-29.4,1.88
11.4,-30.5,0.546
3.5,-31.3,-0.786
-7.08,-31.7,-1.89
-14.5,-31.7,-1.14
-16.1,-29.8,2.54
-12.4,-24.9,8.81
-6.43,-18.2,14.2
-4.23,-12.6,15.3
-7.55,-9.71,12.3
-11.1,-8.53,6.84
-12.6,-7.22,1.41
-7.22,-6.47,-2.29
4.48,-7.64,-2.99
10.6,-8.34,-0.9
13.6,-7.36,3.19
19.8,-7.13,8.55
22,-6.91,13
13.6,-3.6,16.2
4.64,2.01,18.4
9.29,6.49,18.8
15.7,8.8,16.9
8.63,10.6,10.8
0.773,12.2,0.539
2.86,11.8,-10.9
3.41,10.9,-18.6
-4.15,12.4,-20.6
-5.83,13.8,-19
1.25,12.4,-14.8
3.86,10.4,-9.41
3.98,8.42,-5.12
2.15,3.18,-1.94
-6.94,-3.09,-0.295
-10.4,-7.02,-0.197
-0.54,-9.73,-0.25
7.54,-10.1,-1.35
5.72,-8.99,-2.81
4.23,-10.1,-1.01
5.43,-12.3,3.91
5.66,-13.2,8.68
6.62,-13.4,12.5
0.604,-13.2,12.3
-7.38,-10.8,6.58
-2.96,-6.33,2.2
0.0368,-0.8,-0.0807
-5.37,4.38,-0.886
-4.81,7.59,2.84
-0.34,9.61,6.19
-0.906,11.7,6.98
-3.47,13.5,8.73
-3.7,15.1,10.9
-4.97,17.2,12.3
-8.9,18.8,14.7
-9.67,18,18.3
-7.61,16,20.3
-5.21,14.4,20.8
-2.13,14.2,21.7
0.0523,16.1,22.9
0.164,17.3,23.2
-4.18,17.4,21.5
-6.44,17.1,17.8
0.316,15.9,12.1
7.22,13.4,4.24
6.73,10.4,-2.39
3.47,9.54,-2.39
5.03,10.8,2.26
8.44,12.3,3.59
6.6,13.5,-0.407
-0.0969,14,-5.42
-4.48,13.7,-8.74
-2.37,13,-9.96
-3.6,10.8,-9.28
-8.05,6.61,-6.69
-8.84,3.14,-1.14
-11.1,1.42,4.94
-9.48,2.44,9
1.33,6.53,11.3
9.96,10.3,11.5
7.98,12.5,10.5
-0.311,14.2,10.5
-6.51,15.9,11.2
-7.1,18.4,11
-2.43,21.4,9.76
2.89,23.9,8.68
2.71,25.4,8.44
-2.2,26,9.17
-6.76,25.9,9.45
-7.99,25.3,9.37
-5.01,24.3,9.85
-7.52,21.3,8.73
-18.3,15,5.05
-19.3,6.54,1.88
-12.1,0.715,0.222
-11.5,2.64,-0.614
-16.6,9.01,-0.0904
-21.7,13.6,2.09
-24.1,16,5.49
-24.2,17.4,8.39
-20.2,17.5,10.9
-14.8,16.1,11.3
-13.8,13.4,7.16
-13.6,11.7,3.4
-11.3,11.3,2.82
-10.8,10.8,1.87
-9.42,11.2,0.402
-4.38,13.5,-0.875
-3.21,16.9,-2.73
-8.92,20.1,-3.54
-13.8,23.6,-0.646
-13.4,26.8,3.47
-12,27.3,5.86
-13.6,25.9,8.31
-12.2,23.1,12.3
-7.67,17.9,17
-8.26,10.4,19.2
-10.3,4.23,18.7
-5.96,0.726,18.9
-1.73,-0.939,17.8
-5.7,-0.345,14.6
-8.77,0.199,11.8
-5.19,-1.75,9.97
-4.88,-4.71,8.8
-8.18,-5.94,8.34
-8.14,-4.82,9.39
-8.37,-2.75,9.72
-8.1,0.333,8.74
-4.24,4.22,9.7
-1.37,7.08,10.5
4.69,7.88,10.5
10.4,6.17,11.5
6.52,3.3,10.9
0.874,1.44,9.14
-3.64,0.402,5.12
-4.63,0.952,-2.87
9.13,3.49,-8.95
28.9,3.31,-9.88
27.3,-0.629,-8.58
0.452,-3.55,-6.21
-15.6,-4.5,-1.01
-3.39,-3.2,5.74
9.74,1.85,10.2
6.42,9.61,13.2
-0.243,16.5,15.9
1.69,18.3,17
3.4,19.1,16.2
-3.91,23.1,13.7
-9.08,24.6,10.4
-5.07,21.2,8.23
-1.14,16.4,6.03
-2.32,12.7,3.23
-3.35,8,2.02
-3.53,0.437,2.82
-3.1,-5.33,4.51
1.9,-8.2,5.58
1.02,-9.5,3.7
-12.2,-6.45,-0.811
-19.8,1.01,-5.1
-13.6,10.1,-8.26
-9.5,18,-11
-10.1,22,-11.8
-3.46,21.5,-10.1
2.54,19,-8.29
1.08,16.3,-6.82
1.9,12.6,-6.5
8,6.99,-7.26
9.13,2.06,-8.27
4.68,1.11,-8.55
10.1,0.579,-4.29
17.2,-2.36,1.83
6.75,-4.21,5.03
-5.36,-3.57,7.35
-1.73,-1.76,9.96
0.567,1.88,12
-10.5,7.42,12.9
-19.4,9.74,14.4
-16.9,6.97,16.5
-8.42,4.41,16.2
-0.879,4.11,14.1
2.42,3.04,10.9
-0.504,-0.706,6.75
-6.38,-5.32,1.26
-2.89,-9.4,-4.32
3.85,-13.5,-6.01
-0.927,-16.6,-5.45
-7.23,-17.8,-5.68
0.505,-16.9,-6.83
16.3,-13,-10.3
19.5,-5.86,-16.1
7.62,1.57,-21.4
3.09,5.77,-22.5
13.7,6.45,-18.9
18.4,6.24,-16.1
6.25,6.86,-16.1
-8.19,5.6,-15.8
-11.5,1.5,-15.6
-5.38,-1.83,-17.6
2.2,-3.21,-19.9
8.71,-5.82,-20.4
12.2,-10.9,-20.2
9.78,-15.9,-21
3.24,-19.5,-22.6
-4.93,-22.5,-24.7
-8.18,-25,-26.7
-1.6,-25.9,-27.6
7.45,-24.8,-28
11.2,-21.9,-27.8
12,-16.9,-27
12.4,-9.27,-26.7
17.1,0.808,-25.8
26.6,9.88,-21.8
25,15.7,-17.1
11.4,18.3,-12.8
3.2,16,-4.15
6.76,11.3,6.91
15,8.91,14.4
16.7,9.91,16.2
18.3,11.2,12.2
24.7,10.5,5.83
19.9,11.6,1.54
5.05,16.2,0.518
-0.898,19.3,4.9
0.306,19.5,13
-1.29,21.1,18.4
0.445,22.6,19.6
-0.31,20.4,15.4
-12.3,17,4.55
-21,12.7,-6.4
-19.7,8.31,-13.1
-15.8,5.92,-16.4
-11.8,3.56,-17.4
-4.48,-0.968,-17.6
3.91,-7.25,-16.1
2.86,-13,-11.9
-7.53,-16.1,-7.27
-12.6,-17.7,-4.15
-1.53,-18.6,-2.23
11.8,-17.2,-3
6.63,-12.5,-7.76
-7.15,-7.29,-12.7
-8.96,-3.95,-13.6
-2.37,-1.52,-10.7
-2.81,0.834,-7.75
-4.99,1.87,-6.83
3.38,-0.101,-5.81
9.92,-2.78,-5.02
8.46,-3.16,-5.74
10.9,-4.58,-4.59
13.4,-8.93,-2.42
11.9,-13.1,-2.53
15.7,-15.9,-3.51
19.8,-17.9,-5.03
12.5,-19.7,-6.38
0.439,-20.6,-6.23
-1.46,-20.6,-5.51
7.47,-21.5,-3.96
14.3,-22.8,-2.23
11.7,-24.5,-1.83
6.76,-27,-2.58
7.07,-28.3,-4.63
7.7,-27.1,-8.52
8.08,-23.4,-11.8
9.91,-20.3,-12.4
7.95,-18.1,-13.4
9,-15.3,-14.1
16.1,-14.3,-11.9
14.6,-14.9,-9.65
5.51,-16.1,-6.69
4.15,-18.1,-2.59
10.1,-19.8,-0.772
12.4,-20.3,-0.754
9.32,-20,-2.07
11.8,-19.6,-6.36
19.9,-19.7,-11.8
18.9,-19,-16.3
8.03,-16.6,-19.1
3.57,-13.6,-19.9
9.69,-11.8,-19.8
9.67,-11.1,-20
2.05,-12.1,-20.2
1.79,-16.3,-20
2.58,-21.5,-20
-3.79,-24.1,-20.5
-5.2,-25.3,-19.1
0.887,-27.1,-14.4
1.78,-27.9,-8.14
-2.98,-27,-2.89
-5.66,-26.9,0.224
-4.32,-26.2,1.5
0.762,-22.8,1.91
6.6,-19.8,1.91
6.96,-19.9,1.97
-3.54,-21.3,1.49
-13.2,-20.4,-0.247
-5.49,-16,-1.79
11.1,-10.3,-4.34
18.5,-5.48,-8.06
14.4,-2.25,-8
10.3,0.232,-3.79
6.4,3.17,1.3
-5.98,6.68,6.33
-12.5,9.32,11.9
0.0226,9.15,18.5
11.1,8.14,23.7
3.76,9.72,26
-5.95,11.1,27.1
-5.88,9.98,27.4
-7.44,8.7,25
-15.9,7.77,20.3
-17.7,5.32,14.2
-5.17,-0.332,7.63
4.68,-6.44,2.12
0.0231,-10.5,-2.72
-4.07,-15.1,-6.38
1.42,-20.8,-8.98
3.82,-24.3,-11.7
-2.91,-23.3,-13.1
-4.77,-22.5,-10.8
1.75,-23.6,-5.77
4.65,-23,-0.886
3.44,-22.3,2.55
-0.591,-23.6,3.01
-5.92,-24.5,1.27
-2.94,-23.5,-0.747
5.63,-21.9,-3
7.8,-20.9,-4.14
4.58,-21.3,-3.34
4.19,-23.1,-2.01
5.44,-23,-1.43
2.39,-19.6,-0.644
-3.46,-14.2,1.81
-6.71,-7.56,4.71
-5.38,-1.26,6.07
-1.03,3.46,6.04
-0.61,7.06,6.33
-4.8,10.6,6.28
1.49,11.2,4.78
11.5,8.38,3.78
-5.35,14.4,4.3
-27.6,28.9,6.06
-6.76,31.2,8.09
20.2,23,9.6
1.95,22.1,8.58
-12.3,21.8,3.17
6.61,15.5,-3.74
12.1,10.8,-12.7
1.82,9.59,-21
0.198,8.08,-21.6
0.317,4.62,-16.7
1.15,2.49,-8.26
3.29,2.25,5.12
6.36,2.83,18
13,4.15,23
7.43,7.27,20.3
-2.91,12,17.5
-2.53,13.4,14.7
-2.92,12.3,9.59
-5.81,10.6,5.32
-3.17,7.82,4.35
6.29,5.62,6.77
6.27,4.54,7.79
-3.09,3.79,5.52
-5.54,2.62,3.93
-1.74,3.93,4.06
3.86,7.39,5.87
6.92,10.3,7.94
10.3,9.91,9.21
9.17,6.66,10.6
2.13,4.63,11
-0.137,3.88,10.4
-0.393,4.45,8.32
-3.17,6.68,4.73
-7.05,9.87,2.37
-9.77,13.9,2.62
-14.3,18.6,3.84
-17.7,23.9,4.81
-12.7,27.5,7.22
-7.96,28.7,9.8
-8.94,29.2,10.7
-8.13,28.5,10.8
-4.27,26.5,9.11
-7.63,24.1,6.14
-18.7,22,3.79
-22.1,19.8,4.03
-13.6,17,7.31
-4.56,14.7,10.8
-2.39,12.9,12.4
-5.95,11.3,13.4
-12.6,10.8,14.2
-15.1,11.8,15.4
-10.2,12.9,17.3
-5.81,13,18
-4.58,11.8,17.9
-5.89,9.32,18.1
-12.5,6.09,16.4
-15.8,3.58,12.3
-6.81,1.39,7.18
0.0918,-1.07,1.24
-7.45,-2.3,-4.5
-16.9,-3,-7.68
-15.2,-5.09,-9.15
-6.88,-6.35,-9.84
-1.48,-5.3,-7.93
-1.19,-3.91,-4.24
-4.75,-2.69,-0.607
-9.83,-0.264,2.32
-10.8,3.52,4.18
-5.18,7.04,6.48
3.49,8.4,9.73
6.27,7.03,11.9
-3.7,3.19,11.9
-17.7,-3.11,10.3
-22.9,-9.8,7.02
-20.2,-13.1,0.912
-11.9,-12.6,-6.05
-0.428,-11.8,-9.81
4.01,-12.6,-10.3
0.0277,-12.9,-9.27
-2.7,-11.3,-6.94
-1.74,-8.58,-5.19
-0.365,-4.43,-4.97
0.687,0.915,-6.07
-2,5.73,-8.82
-5.3,10.8,-10.8
-1.32,15.7,-9.33
0.113,18.2,-7.04
-4.81,18.6,-5.68
-2.49,17.1,-2.7
6.82,15.5,-0.925
10.9,15.4,-1.65
7.5,15.3,-2.29
5.91,14.7,-3.91
7.76,14.6,-5.24
7.48,16,-4.81
4.4,18.6,-3.57
-0.838,20.3,-1.2
-7.24,21.3,2.48
-9.95,22.7,8.38
-3.5,22.6,16.5
4.04,20.9,23.5
-0.72,18.8,26.4
-13.3,16.8,25.7
-13.2,15.2,23.3
2.92,14,20.8
9.22,13.6,17.5
3.04,13.5,14.2
5.97,12,14.5
8.02,8.82,14.5
-2.16,7.3,10.5
-5.69,6.95,9.25
4.03,5.22,11.5
10.8,4.81,12.3
7.29,5.42,13.1
0.357,3.03,14.6
-6.96,0.188,13.7
-16,-0.568,9.47
-20.4,-0.299,3.17
-15.9,0.931,-1.39
-8.94,1.94,-2.1
-5.79,1.16,-2.26
-3.91,-1.18,-5.25
0.701,-3.3,-9.12
2.01,-4.68,-13.6
-4.61,-4.78,-19.2
-13.9,-3.96,-22.7
-15.3,-4.52,-22.3
-5.49,-3.7,-16
0.877,-0.162,-3.34
-4.91,3.39,8.5
-11.9,6.64,12.6
-10.3,8.96,9.85
-2.29,11.3,6.73
-0.734,14.1,4.83
-6.82,16.3,1.24
-5.33,17.9,0.303
2.93,18,3.68
1.53,18.2,6.75
-7.36,17.5,9.07
-6.74,11.7,10.3
-0.631,4.25,9.6
-1.14,0.796,5.38
-3.75,0.651,-3.33
0.271,-0.862,-11.5
7.79,-4.75,-15.2
8.13,-7.67,-15.1
2.23,-10.6,-11.6
-4.19,-15.2,-5.83
-7.74,-17.8,-0.843
-4.79,-17.4,1.71
-1.51,-16,1.58
-3.3,-15.5,-2.1
-4.43,-17.1,-7.69
-3.01,-18.9,-12.2
-2,-18.3,-15.6
-0.787,-16.7,-17.8
0.046,-16.1,-17.1
-2.35,-16.7,-13.7
-7.1,-16,-10.2
-4.05,-12.4,-7.26
2.77,-8.54,-2.74
-2.47,-4.56,1.97
-8.5,-0.893,5.8
-4.77,0.375,9.01
1.05,0.55,9.62
3.73,0.434,8.54
1.4,1.05,6.12
0.468,4.08,3.28
1.25,7.68,3.12
-1.84,9.33,4.52
-5.8,9.42,7.13
-6.6,9.87,10.2
-1.93,10.7,11.8
2.2,11.3,12.6
-0.549,12,10.4
-4.4,12.2,6.17
-7.25,10.8,5.28
-11.1,9.01,6.76
-11.9,7.48,8.61
-9.01,6.14,10.8
-6.73,6.53,10.7
-3.87,8.28,9.13
1.86,8.92,7.04
5.53,7.85,2.98
4.43,4.94,-2.03
4.02,0.301,-7.66
7.3,-4.54,-13.5
9,-8.54,-17.4
5.54,-10.8,-19.9
4.03,-9.77,-21.6
7.6,-6.12,-21.2
5.8,-1.23,-18.7
-0.379,4.16,-13.6
2.67,7.36,-6.76
11.6,7.55,-2.18
15.7,7.23,-2.22
16.5,6.78,-4.91
16.6,5.67,-6.95
16.7,5.44,-8.15
18.5,5.55,-8.24
18.3,3.48,-6.9
11.6,0.755,-5.56
6.94,-1.54,-3.18
10.6,-4.91,0.0769
14.7,-7.84,2.61
12,-9.54,5.03
3.03,-10.5,7.64
-4.87,-9.64,9.9
-4.02,-7.28,10.1
5.9,-4.68,7.31
15.1,-3.72,2.78
9.76,-5.19,-1.32
-5.12,-7.13,-3.84
-9.56,-8.72,-4.38
0.00898,-10.3,-3.51
5.33,-11.4,-3.55
1.34,-12.8,-4.1
4.66,-15.3,-4.48
14.5,-17.1,-6.4
19.4,-16.6,-8.32
20.7,-15.2,-7.81
18,-14.1,-4.49
8.92,-10.9,0.68
3.42,-4.97,5.29
8.18,0.26,7.01
11.8,2.53,5.05
3.79,2.82,1.43
-8.54,2.14,-2.24
-9.99,-0.827,-5.4
-3.18,-5.9,-7.27
-2.6,-9.64,-7.64
-2.57,-11.4,-5.61
5.56,-13.9,-3.45
8.49,-15.9,-5.63
-3.88,-13.7,-9.98
-13.6,-11,-11.2
-8.07,-12.2,-8.68
-1.18,-14.4,-5.17
-2.14,-14.5,-1.46
-6.39,-13.6,2.7
-3.86,-13.5,6.23
3.58,-13,8.2
2.94,-10.8,8.97
-0.923,-9.99,9.58
2,-11.3,9.34
6.79,-10.2,6.29
7.46,-4.27,0.561
7.65,1.15,-6.29
6.92,0.676,-12.4
-0.127,-2.96,-16.1
-5.02,-5.33,-16.5
-0.601,-6.04,-13.4
5.65,-6.44,-9.5
6.24,-6.48,-6.15
0.778,-4.8,-4.19
-2.15,-1.94,-5.14
2.24,0.333,-6.6
9.68,0.75,-7.31
12.9,-1.55,-9.23
6.78,-5.27,-10.7
5.16,-8.53,-10.4
15.1,-10.5,-10.4
17.9,-9.63,-11.1
10.6,-7.84,-10.9
4.64,-9.59,-9.03
1.86,-12.4,-6.98
6.32,-10.8,-5.08
14.9,-6.63,-2.58
11.8,-3.92,0.593
-1.32,-3.15,4.37
-3.26,-4.76,7.94
7.96,-7.46,10.3
11.3,-8.26,11.2
3.08,-6.98,11.3
-2.48,-4.72,10.6
-0.0471,-2.05,9.51
1.68,1.31,8.62
-4.07,4.72,7.98
-6.36,5.63,7.55
2.28,4.42,5.23
9.72,2.96,-0.479
4.36,1.07,-7.74
-5.12,-1.79,-14.3
-3.55,-5.64,-18.6
-1.05,-9.09,-21.1
-11.4,-9.79,-22.1
-15.5,-8.21,-20.6
1.32,-7.91,-17.7
13,-8.31,-17
0.558,-6.25,-19.9
-9.46,-6.45,-22.1
2.06,-14,-20.5
11.4,-22.7,-17.7
2.64,-25.6,-16.2
-6.75,-25.9,-14.4
-1.89,-28.3,-10.7
7.29,-27.9,-9.33
3.59,-22.4,-12.4
-6.45,-17.1,-14
-7.57,-15.3,-13.2
-3.86,-13.6,-13
-4.11,-9.87,-12.5
-8.13,-7.17,-10.8
-8.35,-6.75,-7.45
-2.78,-5.37,-3.81
2.13,-0.241,-2.21
1.35,5.75,-2.49
-6.11,8.37,-4.89
-12.2,7.8,-10.1
-13,6.04,-16.3
-9.67,6.34,-19.9
-0.941,8.72,-18.4
5.31,10.1,-14.5
0.784,9.95,-12.5
-5.79,9.08,-11.6
-1.39,7.39,-9.63
3.17,5.21,-6.23
-5.13,3.65,-2.25
-10.7,2.07,2.38
-2.45,0.0494,8.75
2.5,-0.48,13.8
-5.26,1.58,15.2
-7.34,4.53,15.2
4.91,6.1,14.9
10.6,6.68,11.4
-2.37,7.37,3.53
-14.9,6.28,-4.89
-9.64,2.14,-11.6
3.33,-1.92,-15.9
8.55,-4.47,-16
4.81,-7.67,-12.5
-0.813,-11.4,-7.97
-0.969,-13.3,-4.56
1.91,-11.9,-2.35
2.24,-6.96,-1.47
3.59,-1.79,0.833
4.87,1.14,7.1
1.37,4.01,13.8
-0.686,6.94,19.6
-1.79,8.83,25.1
-10.5,11.8,25.9
-16,15.8,23
-8.9,18.1,19.1
-2.82,17.9,11.2
-5.52,15.5,2.84
-7.2,9.91,-1.32
-2.29,2.23,-2.52
2.07,-2.53,-1.33
8.5,-3.55,3.22
18.5,-5.62,10.2
14,-8.62,15.2
-1.71,-8.4,16.4
-2.9,-5.48,18.6
5.75,-1.99,22.9
1.77,3.19,23.7
-7.8,8.37,21.8
-6.69,10.7,20.4
-0.719,12.8,17.4
2.78,15.4,10.9
6.84,14.9,3.97
12.2,10.5,0.839
16.4,4.42,0.484
13.9,-0.609,-0.242
5.02,-3.8,-2.01
4.85,-6,-5.08
16.4,-7.54,-8.19
18.3,-7.22,-10.9
5.66,-6.61,-12.3
2.18,-8.84,-7.94
11.9,-11.3,2.14
